Kills,Damage,Boosts,Heals,Distance,Weapons,Revives,Headshots,is_pro
7,711,8,4,3292,7,0,3,1
0,0,0,0,0,0,0,0,0
0,0,0,0,34,0,0,0,0
2,88,0,0,182,3,0,0,1
0,25,0,0,745,6,0,0,0
0,153,0,0,207,3,0,0,0
1,87,0,0,511,2,0,0,0
1,138,1,2,3106,7,0,0,0
0,212,1,1,664,5,0,0,0
0,31,0,1,351,2,1,0,0
0,63,0,0,65,2,0,0,0
0,11,0,0,94,2,0,0,0
0,65,1,3,115,1,0,0,0
0,0,0,0,39,0,0,0,0
0,0,0,0,76,4,0,0,0
1,100,2,3,1162,5,0,0,0
1,100,1,2,1475,6,0,1,0
0,0,0,0,19,0,0,0,0
2,180,4,2,3808,6,0,1,1
0,0,0,0,141,1,1,0,0
2,143,2,2,758,7,1,0,1
3,290,0,0,57,2,0,0,1
2,223,0,1,188,4,0,1,1
0,0,0,0,1297,1,0,0,0
3,318,5,4,2222,5,1,1,1
0,0,0,0,0,0,0,0,0
2,245,0,1,185,3,0,1,1
0,36,0,0,733,2,0,0,0
4,605,6,21,2269,8,0,3,1
2,193,0,0,980,6,1,0,1
0,52,0,0,650,8,0,0,0
1,157,1,2,884,2,0,0,0
1,205,0,0,1342,6,0,1,0
1,100,1,1,132,1,0,0,0
1,78,0,0,52,3,0,0,0
0,0,0,0,220,5,0,0,0
0,64,0,0,73,4,0,0,0
0,82,1,1,772,11,0,0,0
0,0,0,0,1962,4,0,0,0
0,0,0,0,198,4,0,0,0
2,242,1,1,1957,4,0,0,1
0,0,0,5,201,3,0,0,0
0,0,0,0,658,5,0,0,0
0,0,0,0,888,2,0,0,0
1,235,1,0,2314,6,0,1,0
1,100,2,1,1428,5,0,1,0
0,0,0,0,420,4,0,0,0
0,0,2,1,2727,2,0,0,0
0,0,0,0,548,0,1,0,0
0,0,0,1,481,3,0,0,0
0,0,0,0,648,3,0,0,0
0,91,0,0,71,2,0,0,0
1,55,4,1,2621,3,0,0,0
3,573,1,4,1671,5,0,1,1
0,0,4,2,2894,6,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,173,1,0,0,0
0,0,0,0,3379,4,0,0,0
1,43,2,1,2806,3,0,0,0
1,100,0,0,533,2,0,0,0
0,22,0,1,1698,2,0,0,0
0,29,1,4,2082,3,0,0,0
0,0,0,0,476,3,1,0,0
1,100,0,0,175,2,0,0,0
0,141,2,5,438,4,0,0,0
2,170,3,0,3442,4,0,0,1
0,0,1,0,3025,2,0,0,0
0,0,0,0,276,2,0,0,0
1,100,0,0,1185,3,0,0,0
3,136,3,5,1876,4,0,1,1
0,0,0,0,1404,1,0,0,0
0,0,0,0,23,0,0,0,0
7,793,7,2,3063,7,0,2,1
0,61,0,0,222,3,0,0,0
1,100,0,0,872,4,0,0,0
1,100,0,1,362,5,0,1,0
0,11,0,0,14,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,1,0,958,7,0,0,0
1,340,2,11,745,5,0,0,1
2,246,6,0,2062,3,0,0,1
0,54,0,0,2999,4,0,0,0
0,39,0,0,969,4,1,0,0
0,19,0,0,82,1,0,0,0
2,266,0,0,44,1,0,2,1
0,100,1,1,256,4,0,0,0
2,199,0,0,302,6,0,1,1
0,33,1,0,1628,6,0,0,0
0,187,1,5,1465,4,0,0,0
0,0,2,1,1755,3,0,0,0
5,578,3,4,1726,10,0,1,1
0,126,2,1,839,5,1,0,0
0,63,0,0,53,1,0,0,0
0,19,0,0,76,1,0,0,0
0,23,0,1,3211,4,0,0,0
0,0,0,0,941,7,0,0,0
0,116,0,0,1272,2,0,0,0
1,100,0,0,2562,5,0,0,0
0,0,1,2,609,3,0,0,0
2,282,0,2,2734,5,0,0,1
0,354,1,1,773,4,0,0,1
1,200,2,2,2686,5,0,0,0
0,47,0,0,24,1,0,0,0
0,40,0,0,14,0,0,0,0
0,81,0,0,93,5,0,0,0
1,173,1,0,506,3,0,0,0
0,28,1,1,301,1,0,0,0
2,200,0,1,183,8,0,1,1
0,0,0,0,8,1,0,0,0
0,13,0,0,71,1,0,0,0
1,309,3,1,2000,2,0,1,1
1,194,0,0,73,1,0,1,0
0,0,0,0,82,0,0,0,0
0,0,0,0,57,2,0,0,0
0,57,3,1,2737,9,0,0,0
1,173,3,8,2396,4,1,0,0
0,61,0,0,544,4,0,0,0
3,274,0,3,468,2,1,1,1
4,455,6,14,2622,5,3,2,1
2,284,2,6,888,5,1,0,1
0,0,0,5,2138,3,0,0,0
2,171,7,1,3974,5,1,0,1
0,43,0,0,246,5,0,0,0
0,0,0,0,128,1,0,0,0
0,41,0,0,120,1,1,0,0
1,100,0,0,85,1,0,0,0
0,0,0,0,1021,1,0,0,0
0,100,1,0,1269,3,0,0,0
1,30,1,0,2777,4,0,0,0
0,0,0,0,13,0,0,0,0
1,219,1,0,2035,5,0,0,0
1,200,1,0,1155,8,0,0,0
1,241,4,6,1520,7,1,0,0
0,0,0,0,101,3,0,0,0
4,215,0,1,315,3,1,2,1
0,26,0,0,670,4,0,0,0
0,75,0,1,600,6,0,0,0
0,0,0,0,694,3,0,0,0
3,300,1,0,1135,3,0,2,1
5,525,5,6,3458,2,0,1,1
0,84,3,3,2918,9,0,0,0
0,0,0,0,20,0,0,0,0
0,171,0,0,61,1,0,0,0
1,126,2,0,2905,3,0,1,0
0,0,0,0,95,2,0,0,0
0,24,0,0,290,2,0,0,0
0,0,0,0,43,1,0,0,0
2,172,2,0,3917,6,0,1,1
0,58,1,2,52,2,0,0,0
0,0,0,0,182,2,0,0,0
1,145,1,1,1156,4,0,1,0
1,53,1,0,907,4,1,0,0
3,407,6,10,2590,3,0,2,1
0,0,0,0,210,3,0,0,0
0,79,0,0,1797,6,0,0,0
0,100,0,0,488,4,0,0,0
0,6,0,0,971,4,1,0,0
3,185,0,0,1452,3,0,1,1
0,0,0,0,280,2,0,0,0
0,28,0,1,848,4,0,0,0
0,0,0,0,92,3,0,0,0
0,0,1,5,812,1,0,0,0
2,175,1,1,385,3,0,1,1
0,42,1,0,2551,6,3,0,0
0,39,0,0,417,2,1,0,0
5,546,5,2,2510,5,0,0,1
0,47,1,4,125,2,0,0,0
0,0,0,0,161,3,0,0,0
1,100,0,0,590,3,0,0,0
2,257,1,0,784,5,0,1,1
0,53,1,0,249,3,0,0,0
5,517,4,0,1425,4,0,2,1
0,0,0,0,2323,4,0,0,0
0,0,0,0,7,0,0,0,0
0,0,0,2,1522,7,0,0,0
0,32,0,0,1431,3,0,0,0
0,0,0,0,1440,6,0,0,0
0,0,3,10,2660,4,0,0,0
1,116,0,0,87,3,0,1,0
0,0,0,0,5,0,0,0,0
0,70,0,0,14,1,0,0,0
0,0,1,1,592,4,0,0,0
0,119,1,1,593,3,0,0,0
2,118,0,0,388,1,0,0,1
0,122,1,5,2266,3,0,0,0
0,50,0,0,25,0,0,0,0
0,0,0,0,85,2,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,53,2,0,0,0
1,269,1,1,1582,6,0,0,1
0,0,1,0,839,4,0,0,0
1,479,6,1,3006,4,0,0,1
0,0,0,0,150,2,0,0,0
0,30,1,5,1830,4,0,0,0
0,143,0,0,169,2,0,0,0
0,0,2,0,139,3,0,0,0
0,0,0,0,2428,6,0,0,0
0,126,0,0,82,2,0,0,0
6,662,5,2,2890,6,0,0,1
1,80,0,0,188,2,0,0,0
2,289,1,6,2690,7,0,1,1
1,100,0,0,59,1,0,0,0
1,72,1,1,2146,2,0,1,0
0,0,3,3,1180,6,0,0,0
0,0,0,0,346,3,0,0,0
0,0,0,0,1481,11,0,0,0
2,208,1,0,2405,4,1,1,1
2,369,5,2,4984,6,1,0,1
1,79,1,0,410,6,0,0,0
0,100,0,1,214,3,0,0,0
1,100,0,0,552,7,0,0,0
1,162,0,0,122,1,0,0,0
0,53,1,0,248,3,0,0,0
1,100,0,0,143,2,0,1,0
0,97,0,0,76,2,0,0,0
0,101,0,0,351,5,0,0,0
0,0,0,0,36,2,0,0,0
2,154,0,0,1244,5,0,0,1
1,202,1,3,119,3,0,1,0
0,25,1,0,324,4,0,0,0
2,381,3,1,3161,2,1,1,1
4,335,3,0,2545,5,0,0,1
0,0,0,0,0,0,0,0,0
2,320,3,4,2037,6,0,1,1
0,71,0,0,166,1,0,0,0
1,153,0,0,1437,6,0,0,0
1,100,4,2,4975,5,0,0,0
0,0,0,0,272,3,0,0,0
0,214,3,5,2868,6,0,0,0
0,59,0,0,234,1,0,0,0
3,513,2,2,1842,12,1,3,1
0,0,2,14,3089,8,1,0,0
2,276,4,5,4844,9,0,0,1
0,41,2,3,3567,3,0,0,0
0,0,0,0,905,6,0,0,0
0,0,3,2,2755,6,0,0,0
0,64,3,3,2659,2,2,0,0
0,52,0,0,110,2,0,0,0
0,0,0,0,485,4,0,0,0
4,467,1,2,1332,6,1,3,1
0,0,0,1,1626,4,1,0,0
15,1560,0,6,10,27,1,3,1
0,0,0,0,107,1,0,0,0
0,0,0,0,166,5,0,0,0
5,491,3,7,3413,5,2,2,1
0,167,0,0,304,4,0,0,0
0,4,1,1,2820,4,0,0,0
0,118,0,0,306,2,0,0,0
1,391,1,1,406,3,0,0,1
0,270,3,4,2561,4,0,0,1
1,93,3,1,713,3,0,0,0
6,492,5,3,3063,6,0,2,1
0,46,0,1,79,1,0,0,0
1,162,0,0,287,1,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,96,1,0,0,0
0,83,0,0,34,2,0,0,0
0,100,0,0,2051,2,0,0,0
0,0,0,0,28,0,0,0,0
0,76,5,1,2158,4,0,0,0
0,0,1,1,291,2,0,0,0
0,0,0,0,0,0,0,0,0
0,100,1,0,1928,6,0,0,0
0,192,0,0,1235,5,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,160,6,0,0,0
0,93,0,0,1446,6,0,0,0
0,0,0,0,190,1,0,0,0
1,100,0,0,120,2,0,1,0
0,0,0,0,32,0,0,0,0
0,269,7,3,1431,5,0,0,1
7,412,3,8,3620,6,0,0,1
0,100,0,0,109,2,1,0,0
0,103,0,0,112,3,0,0,0
0,0,0,0,18,0,0,0,0
0,50,0,0,71,2,0,0,0
0,97,0,0,104,4,0,0,0
0,132,0,1,1513,8,0,0,0
0,0,0,0,1295,5,0,0,0
2,48,1,4,641,3,1,0,1
0,0,0,0,107,2,0,0,0
0,0,0,0,1815,4,0,0,0
0,50,0,0,638,2,0,0,0
0,126,2,1,1568,5,0,0,0
0,34,0,0,722,2,0,0,0
0,13,0,0,32,0,0,0,0
0,0,0,0,32,1,0,0,0
2,288,0,2,191,4,0,0,1
0,0,0,1,144,5,0,0,0
0,0,0,0,19,1,0,0,0
1,133,0,0,185,2,0,0,0
0,0,0,0,77,1,0,0,0
0,77,0,0,539,2,0,0,0
4,470,5,0,2300,5,0,1,1
1,158,2,2,7317,3,0,1,0
0,0,2,2,3410,5,0,0,0
1,81,1,0,1456,6,0,0,0
0,194,4,5,1690,3,0,0,0
0,100,0,0,119,2,0,0,0
3,336,3,6,2319,2,0,1,1
0,85,1,1,2524,5,0,0,0
0,73,2,2,1629,7,0,0,0
7,755,5,3,2129,7,2,1,1
2,146,1,2,806,3,3,0,1
0,0,0,0,114,1,0,0,0
0,0,0,0,95,3,0,0,0
0,51,0,2,413,2,0,0,0
0,0,0,0,2300,8,0,0,0
0,159,1,5,443,2,0,0,0
2,236,5,2,3262,4,1,2,1
1,100,0,1,231,2,0,0,0
2,200,1,5,388,3,0,1,1
0,0,0,0,856,4,0,0,0
0,0,0,0,837,7,0,0,0
0,0,0,0,53,2,0,0,0
1,200,0,0,84,1,0,0,0
5,370,1,3,735,7,2,2,1
1,100,3,3,549,5,0,0,0
0,193,1,2,1984,7,1,0,0
0,67,3,6,3411,7,0,0,0
2,200,0,0,56,1,1,0,1
0,157,0,0,1147,4,1,0,0
0,0,0,0,113,2,0,0,0
0,214,4,3,2759,5,0,0,0
0,0,0,0,114,2,0,0,0
2,227,0,0,128,3,0,1,1
0,0,0,0,2,1,0,0,0
2,213,3,1,2607,4,1,1,1
1,196,4,2,3897,7,0,1,0
0,33,0,0,104,2,0,0,0
0,73,0,0,183,2,0,0,0
0,86,0,0,46,1,0,0,0
0,118,0,2,239,3,1,0,0
0,76,0,0,280,5,0,0,0
0,0,0,0,45,1,0,0,0
0,0,0,0,3389,3,0,0,0
0,66,0,0,19,1,0,0,0
0,0,0,0,1992,7,0,0,0
1,177,0,0,196,2,0,0,0
0,100,0,0,54,0,0,0,0
1,74,3,0,1566,5,1,1,0
1,175,0,0,506,2,0,0,0
0,0,0,0,712,3,0,0,0
1,193,2,3,583,5,0,0,0
1,100,3,0,4248,3,0,1,0
0,50,0,0,2021,5,0,0,0
4,544,1,0,1609,6,0,3,1
6,621,0,0,883,2,0,1,1
1,121,2,3,2712,4,2,1,0
0,134,2,0,2716,4,0,0,0
2,301,4,4,2561,6,0,0,1
0,0,0,0,85,1,0,0,0
1,100,0,0,109,2,0,0,0
0,47,0,0,6,1,0,0,0
2,232,2,1,2180,5,1,1,1
0,0,0,0,19,0,0,0,0
0,0,2,2,3211,3,0,0,0
0,147,0,1,1674,4,1,0,0
4,272,1,1,2810,4,0,1,1
2,110,1,1,213,4,0,0,1
1,182,0,9,728,3,2,0,0
0,81,0,0,530,5,0,0,0
0,0,0,0,41,0,0,0,0
0,0,0,0,54,1,0,0,0
2,390,3,3,3141,4,0,0,1
1,172,3,6,1184,2,0,0,0
0,0,0,0,1137,4,0,0,0
0,219,4,3,3294,5,0,0,0
5,485,0,0,3020,6,0,1,1
0,0,0,0,1899,6,0,0,0
1,69,0,0,133,3,0,1,0
4,423,2,1,2564,9,0,0,1
1,114,0,0,1574,3,0,0,0
1,80,3,1,2424,3,0,0,0
0,0,0,0,352,3,0,0,0
2,220,0,5,169,2,0,1,1
0,47,0,0,28,1,0,0,0
0,49,1,1,218,3,0,0,0
3,380,4,8,2279,7,3,0,1
0,153,1,0,2307,10,0,0,0
0,0,0,0,12,1,0,0,0
0,0,0,0,2169,3,0,0,0
0,0,0,4,1866,8,0,0,0
0,18,4,2,2377,8,2,0,0
2,238,0,1,2551,6,0,0,1
0,0,1,1,410,3,0,0,0
0,84,0,0,173,5,0,0,0
1,100,0,0,223,3,0,0,0
0,0,0,0,56,2,0,0,0
4,354,1,1,262,2,0,1,1
3,304,4,11,3416,5,3,0,1
2,126,1,0,696,4,0,0,1
1,125,0,0,493,1,1,0,0
3,120,3,6,3932,4,0,0,1
0,50,0,0,97,2,0,0,0
0,50,2,4,2498,3,0,0,0
1,172,1,3,1945,3,0,0,0
0,81,0,1,314,2,0,0,0
2,393,2,8,965,3,0,0,1
0,41,0,0,604,2,0,0,0
0,0,0,0,124,3,0,0,0
1,139,3,4,2113,6,1,0,0
0,194,0,0,172,1,0,0,0
0,0,0,0,58,1,0,0,0
0,155,2,3,2449,5,0,0,0
0,0,0,0,1390,3,0,0,0
2,316,5,1,3753,4,0,1,1
0,0,0,0,0,0,0,0,0
0,130,0,0,178,2,0,0,0
1,100,0,0,146,2,0,0,0
2,417,0,4,2021,5,0,0,1
0,0,0,0,74,1,0,0,0
0,0,0,0,110,3,0,0,0
0,80,0,0,409,2,0,0,0
1,268,7,14,2710,7,2,1,0
0,158,0,0,405,4,0,0,0
0,0,0,0,0,1,0,0,0
0,0,0,0,65,1,0,0,0
0,0,0,0,1136,7,0,0,0
0,79,0,0,255,2,0,0,0
0,0,0,0,6221,12,0,0,0
0,67,1,4,794,7,0,0,0
0,112,4,1,2243,4,1,0,0
0,105,1,0,397,4,0,0,0
0,0,0,0,90,3,0,0,0
6,844,4,4,3124,3,1,1,1
0,0,0,0,15,2,0,0,0
2,269,1,1,2577,2,0,1,1
0,70,0,0,84,1,0,0,0
0,0,0,0,662,3,0,0,0
0,23,0,0,228,3,0,0,0
2,119,3,5,2884,3,0,0,1
0,0,0,0,37,2,0,0,0
2,321,1,3,290,4,0,0,1
0,100,0,0,10,0,0,0,0
0,97,2,1,1750,4,0,0,0
0,0,0,0,2783,3,0,0,0
2,416,3,4,2589,6,1,1,1
1,235,6,5,3123,4,0,0,0
4,421,2,3,2195,6,0,0,1
0,100,0,0,86,1,0,0,0
2,231,1,1,408,3,0,0,1
1,100,0,0,2355,2,0,0,0
4,430,3,1,1794,5,0,1,1
1,100,3,5,1509,4,0,0,0
0,60,1,0,1060,5,0,0,0
2,111,2,0,2419,7,0,1,1
4,326,2,3,479,9,0,2,1
0,43,0,0,39,1,0,0,0
4,255,0,0,321,2,0,1,1
0,0,0,0,1097,4,0,0,0
0,0,0,0,51,2,0,0,0
1,100,0,0,183,1,0,0,0
0,0,2,1,1657,11,0,0,0
0,7,1,0,2293,5,0,0,0
7,755,5,2,2028,3,1,2,1
0,66,1,3,1277,4,0,0,0
0,0,1,1,1159,4,0,0,0
4,535,2,13,1606,3,2,1,1
0,0,0,0,93,2,0,0,0
1,10,0,0,176,1,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,1,42,1,0,0,0
2,198,0,0,2424,8,0,1,1
0,0,0,0,1123,3,0,0,0
0,99,0,0,1494,3,0,0,0
1,178,2,3,2593,8,0,0,0
0,0,0,0,62,0,0,0,0
2,186,2,5,1229,4,0,2,1
8,852,5,8,3027,5,0,0,1
1,196,2,0,1750,4,1,0,0
0,0,0,5,1430,3,0,0,0
0,100,0,0,554,5,0,0,0
0,79,0,0,3253,5,0,0,0
2,252,5,3,2983,3,0,0,1
1,153,0,0,26,2,0,0,0
0,52,0,0,55,1,0,0,0
0,56,2,2,2065,2,0,0,0
5,816,4,3,5564,6,1,2,1
2,279,1,0,2805,8,2,1,1
0,0,0,0,29,1,0,0,0
0,89,1,1,220,2,0,0,0
4,461,4,0,3453,6,0,0,1
3,394,0,1,1006,6,0,3,1
0,0,0,0,233,3,0,0,0
0,0,0,0,168,4,1,0,0
0,0,0,0,81,1,0,0,0
0,0,5,19,3257,5,0,0,0
0,102,0,0,70,3,0,0,0
1,100,1,0,1693,1,0,0,0
2,200,0,1,621,5,0,1,1
0,23,1,0,1244,3,0,0,0
0,154,1,1,1766,4,1,0,0
1,133,1,1,646,4,0,0,0
0,100,0,0,213,2,1,0,0
0,101,0,0,492,2,0,0,0
0,0,2,2,2485,6,0,0,0
0,16,2,1,606,5,0,0,0
0,0,1,0,6519,2,0,0,0
0,0,2,0,1396,4,0,0,0
0,0,0,0,130,3,0,0,0
0,0,2,4,2389,3,0,0,0
3,319,3,0,463,4,0,0,1
0,70,0,0,595,3,0,0,0
3,450,3,5,1242,10,0,0,1
0,0,0,0,90,3,0,0,0
0,100,0,0,952,2,0,0,0
1,124,2,7,1434,3,0,0,0
0,30,0,0,167,3,0,0,0
0,239,1,1,2121,8,1,0,0
0,0,0,0,360,3,0,0,0
0,0,0,0,19,1,0,0,0
0,112,0,6,1194,5,1,0,0
2,427,0,0,181,4,0,0,1
0,0,0,1,1353,3,0,0,0
0,0,2,0,1481,3,1,0,0
0,0,0,0,505,2,0,0,0
0,100,2,5,1968,6,0,0,0
1,100,1,3,161,2,0,0,0
1,111,0,1,2535,5,0,0,0
0,34,2,0,1735,3,0,0,0
1,100,0,0,77,1,0,1,0
5,538,0,1,1886,6,0,1,1
1,158,1,1,734,7,0,0,0
0,19,0,0,1683,8,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,57,1,0,0,0
3,550,2,0,1261,3,0,0,1
5,513,5,1,3749,5,0,1,1
0,0,0,0,65,3,0,0,0
4,462,5,7,2487,7,0,1,1
1,210,1,2,564,5,0,1,0
4,408,1,3,856,3,1,1,1
2,196,0,0,383,3,0,1,1
0,187,0,3,1480,7,0,0,0
0,128,0,0,152,3,0,0,0
2,200,3,3,842,6,0,0,1
0,37,0,0,59,1,0,0,0
0,55,0,0,21,1,0,0,0
1,94,0,1,536,2,0,0,0
0,0,0,0,1383,4,0,0,0
2,200,0,0,71,1,0,2,1
0,1,0,0,918,5,0,0,0
2,200,0,0,281,1,0,2,1
2,294,0,0,170,2,0,0,1
0,126,2,0,2099,6,0,0,0
1,214,2,10,3307,5,1,1,0
0,46,0,0,53,2,0,0,0
0,0,0,0,251,2,0,0,0
0,0,0,0,1344,4,0,0,0
1,167,3,5,1696,6,0,0,0
1,166,0,0,455,3,0,0,0
0,0,0,2,616,2,0,0,0
3,318,1,0,3095,8,0,0,1
1,195,1,5,1775,6,0,0,0
2,176,0,0,600,3,0,0,1
0,0,0,0,36,1,0,0,0
0,0,0,0,40,0,0,0,0
3,350,1,17,2786,7,0,1,1
3,280,3,1,1631,3,0,0,1
6,579,6,10,2718,6,0,1,1
0,0,0,0,13,0,0,0,0
0,0,0,0,175,2,0,0,0
1,183,0,0,599,4,0,0,0
0,0,0,0,137,2,0,0,0
1,187,1,2,2619,6,0,0,0
0,77,0,0,385,2,0,0,0
1,200,0,0,86,1,0,0,0
3,357,2,8,2847,6,1,1,1
0,0,0,2,2399,3,1,0,0
0,89,0,0,117,2,0,0,0
0,0,0,0,2072,3,0,0,0
3,244,3,1,3762,9,0,2,1
0,42,0,0,549,7,0,0,0
0,76,0,0,0,0,0,0,0
0,0,0,0,1154,5,0,0,0
0,157,1,1,762,2,0,0,0
3,259,1,0,2125,5,0,0,1
1,100,0,0,43,1,0,0,0
0,100,0,0,31,3,1,0,0
0,38,2,2,2287,5,0,0,0
3,282,5,8,3097,5,1,0,1
2,196,0,0,871,5,0,0,1
1,161,0,0,65,1,0,0,0
1,155,3,6,2821,9,1,0,0
2,200,2,1,1443,12,0,0,1
3,557,4,7,1269,6,0,2,1
3,255,3,1,3752,3,0,1,1
1,126,0,0,84,3,0,1,0
0,0,1,1,2879,5,0,0,0
3,206,4,0,3377,7,0,2,1
4,473,3,6,2794,4,2,0,1
1,106,3,1,2699,4,0,0,0
0,63,0,0,64,2,0,0,0
0,96,0,0,110,4,0,0,0
1,31,0,1,3305,4,0,0,0
3,382,3,1,1682,5,1,0,1
0,0,0,0,268,2,0,0,0
2,175,2,1,2719,6,1,1,1
1,100,2,0,527,3,0,1,0
0,0,0,0,21,0,0,0,0
0,0,0,0,0,0,0,0,0
2,234,2,0,880,4,0,0,1
0,0,0,0,134,2,0,0,0
1,251,7,3,3438,4,0,0,0
0,0,0,0,17,0,0,0,0
1,124,0,0,184,2,0,0,0
2,292,4,0,2514,4,1,0,1
1,98,4,3,3870,6,0,1,0
3,273,0,0,102,4,0,0,1
0,0,0,0,1673,4,0,0,0
0,0,0,0,820,5,0,0,0
0,0,1,0,1497,4,0,0,0
0,0,0,0,55,2,0,0,0
0,0,0,0,0,0,0,0,0
4,375,6,8,3039,4,0,1,1
1,156,0,0,323,3,0,0,0
2,281,0,0,342,3,1,0,1
0,0,0,6,407,3,1,0,0
7,862,4,2,872,3,0,3,1
0,75,0,0,885,5,0,0,0
2,258,3,0,4071,10,1,0,1
0,0,0,0,84,0,0,0,0
2,200,0,0,210,5,0,0,1
0,45,1,1,257,1,0,0,0
0,79,3,1,957,3,0,0,0
1,188,0,0,371,3,0,0,0
0,77,0,0,970,9,0,0,0
0,0,0,0,1,1,0,0,0
3,280,2,4,153,2,0,0,1
0,0,0,0,1185,2,0,0,0
1,25,2,1,2027,4,0,1,0
0,0,2,1,827,5,0,0,0
0,0,0,0,51,1,0,0,0
4,375,5,5,3079,5,0,2,1
0,0,0,0,1170,2,0,0,0
2,200,3,4,2366,6,0,0,1
0,83,1,0,1236,5,0,0,0
0,40,0,0,185,4,0,0,0
0,0,0,0,14,1,0,0,0
0,75,0,0,77,1,0,0,0
0,100,0,0,49,1,0,0,0
1,101,0,0,116,1,0,0,0
0,0,0,0,149,2,0,0,0
0,95,0,0,1166,3,0,0,0
0,72,0,0,257,2,0,0,0
0,0,0,0,17,1,0,0,0
5,392,1,2,2039,2,0,3,1
5,351,3,6,2930,8,3,0,1
0,0,0,0,16,1,0,0,0
3,602,2,0,1908,4,1,1,1
0,120,0,0,186,1,0,0,0
0,47,0,0,10,1,0,0,0
0,43,0,1,79,2,0,0,0
0,0,5,11,2362,3,0,0,0
3,258,2,1,2495,7,0,1,1
0,47,3,6,2339,4,0,0,0
0,38,0,0,28,2,0,0,0
0,0,0,0,11,0,0,0,0
0,0,1,2,1225,6,0,0,0
9,970,7,16,3372,6,1,5,1
1,316,2,3,1374,3,0,0,1
1,156,1,0,2046,4,0,1,0
0,133,3,6,2964,7,0,0,0
0,63,0,0,775,4,0,0,0
0,0,0,0,552,4,0,0,0
0,0,0,0,2584,4,0,0,0
0,113,3,2,2650,4,0,0,0
0,0,1,1,2612,8,0,0,0
0,0,0,0,462,6,0,0,0
2,248,0,2,188,2,0,0,1
0,0,0,0,1095,4,0,0,0
2,200,1,0,895,6,0,0,1
0,0,1,11,2941,3,0,0,0
0,112,0,0,1346,3,0,0,0
4,464,4,6,2429,7,2,2,1
0,0,0,0,13,0,0,0,0
0,8,2,8,4001,4,0,0,0
4,486,2,16,3055,10,0,1,1
1,128,0,0,1603,8,0,0,0
0,0,0,0,91,0,0,0,0
1,192,3,4,3078,4,0,0,0
2,200,1,1,301,4,0,0,1
0,0,1,2,964,4,1,0,0
0,33,2,2,1790,6,0,0,0
2,248,0,0,62,1,0,0,1
0,127,0,0,174,2,0,0,0
4,304,2,2,3747,4,0,2,1
0,0,0,0,1625,3,0,0,0
1,159,1,0,806,3,0,0,0
0,0,0,0,24,1,0,0,0
0,0,0,0,0,0,0,0,0
0,52,0,0,17,1,0,0,0
2,220,2,2,1046,2,1,0,1
0,71,3,1,169,3,1,0,0
0,28,0,0,264,2,0,0,0
0,0,0,0,12,1,0,0,0
1,160,0,0,2087,7,0,0,0
2,199,8,4,3411,4,0,1,1
0,78,0,0,610,3,0,0,0
0,26,4,2,3369,8,0,0,0
0,0,0,0,997,4,0,0,0
1,181,2,6,1852,2,2,0,0
1,241,0,1,525,1,0,1,0
1,150,1,6,1794,5,1,0,0
2,374,4,0,4356,8,2,1,1
0,0,0,0,59,1,0,0,0
1,100,0,0,66,2,0,1,0
0,0,1,1,513,2,0,0,0
2,214,0,1,362,2,0,1,1
0,49,0,0,18,2,0,0,0
0,46,0,0,0,0,0,0,0
0,45,0,0,310,2,1,0,0
0,0,0,0,231,0,0,0,0
1,213,1,9,820,4,0,0,0
0,0,0,0,868,2,0,0,0
0,32,0,0,1103,3,0,0,0
1,157,1,2,1392,3,0,0,0
0,65,0,0,266,2,0,0,0
0,155,6,1,3423,3,1,0,0
0,90,2,6,2427,4,1,0,0
0,0,0,0,1447,8,0,0,0
2,200,0,0,94,3,1,0,1
2,153,1,0,277,3,0,0,1
0,94,0,0,38,1,0,0,0
0,0,0,0,5,0,0,0,0
0,44,0,0,539,9,0,0,0
0,0,0,0,291,4,0,0,0
0,0,1,3,4422,5,0,0,0
2,287,6,0,2335,7,1,0,1
0,0,2,4,2710,3,0,0,0
1,124,0,0,221,2,0,1,0
0,0,0,0,0,0,0,0,0
1,154,1,1,2464,6,0,0,0
0,0,0,0,29,0,0,0,0
1,244,2,0,537,4,0,0,0
0,200,0,0,638,2,0,0,0
0,0,0,0,83,0,0,0,0
0,0,0,0,107,2,0,0,0
0,0,0,0,31,0,0,0,0
3,299,1,0,157,2,0,2,1
0,0,0,0,0,1,0,0,0
0,171,0,2,2831,4,0,0,0
3,384,1,0,867,6,0,1,1
1,97,0,0,30,2,0,1,0
0,0,0,0,169,1,0,0,0
2,288,1,1,156,3,0,1,1
0,0,0,0,403,2,0,0,0
0,0,1,1,4516,9,0,0,0
0,0,0,0,2644,5,0,0,0
0,26,1,0,718,3,0,0,0
0,0,0,0,4,1,0,0,0
0,0,0,0,0,0,0,0,0
0,23,0,0,312,2,0,0,0
5,308,9,7,3281,7,0,0,1
0,0,0,0,454,3,0,0,0
0,0,0,0,1207,8,0,0,0
0,0,0,0,0,0,0,0,0
